id,product_id,image_url
1,1,https://cdn2.cellphones.com.vn/media/catalog/product/g/r/group_604_2__2_3_1.png
2,1,https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_35__8_3_3_1.png
3,1,https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_36__6_4_3_1.png
4,1,https://cdn2.cellphones.com.vn/x/media/catalog/product/a/p/apple-watch-ultra-2-2024_8__1_5_1.png
5,1,https://cdn2.cellphones.com.vn/x/media/catalog/product/a/p/apple-watch-ultra-2-2024_2__1_5_1.png
6,1,https://cdn2.cellphones.com.vn/x/media/catalog/product/a/p/apple-watch-ultra-2-2024_3__1_5_1.png
7,1,https://cdn2.cellphones.com.vn/x/media/catalog/product/a/p/apple-watch-ultra-2-2024_4__1_5_1.png
8,1,https://cdn2.cellphones.com.vn/x/media/catalog/product/a/p/apple-watch-ultra-2-2024_5__1_5_1.png
9,1,https://cdn2.cellphones.com.vn/x/media/catalog/product/a/p/apple-watch-ultra-2-2024_7__1_5_1.png
10,1,https://cdn2.cellphones.com.vn/x/media/catalog/product/a/p/apple-watch-ultra-2-2024_6__1_5_1.png
11,1,https://cellphones.com.vn/media/catalog/product/c/p/cps-25-03_33_.png
12,1,https://cellphones.com.vn/media/catalog/product/g/r/group_604_2__2_3_1.png
13,1,https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_35__8_3_3_1.png
14,1,https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_36__6_4_3_1.png
15,1,https://cellphones.com.vn/media/catalog/product/a/p/apple-watch-ultra-2-2024_8__1_5_1.png
16,1,https://cellphones.com.vn/media/catalog/product/a/p/apple-watch-ultra-2-2024_2__1_5_1.png
17,1,https://cellphones.com.vn/media/catalog/product/a/p/apple-watch-ultra-2-2024_3__1_5_1.png
18,1,https://cellphones.com.vn/media/catalog/product/a/p/apple-watch-ultra-2-2024_4__1_5_1.png
19,1,https://cellphones.com.vn/media/catalog/product/a/p/apple-watch-ultra-2-2024_5__1_5_1.png
20,1,https://cellphones.com.vn/media/catalog/product/a/p/apple-watch-ultra-2-2024_7__1_5_1.png
21,1,https://cellphones.com.vn/media/catalog/product/a/p/apple-watch-ultra-2-2024_6__1_5_1.png
22,2,https://cdn2.cellphones.com.vn/media/catalog/product/b/a/ban-di-chuot-asus-rog-strix-edge_1_.png
23,2,https://cdn2.cellphones.com.vn/x/media/catalog/product/b/a/ban-di-chuot-asus-rog-strix-edge_2_.png
24,2,https://cdn2.cellphones.com.vn/x/media/catalog/product/b/a/ban-di-chuot-asus-rog-strix-edge_3_.png
